Customer ID,Segment,churn_prob,future_ltv,num_transactions,total_spend,days_since_last_purchase,Recency,Frequency,Monetary
15195,New Customers,0.73923033,3861.0,1,3861.0,2,3,1,3861.0
15196,Low Value,0.8491546,0.0,2,316.25,432,433,2,316.25
15197,Core Customers,0.005044428,306.36,6,1877.51,10,11,6,1877.51
15198,At Risk,0.2936798,193.64,5,571.35,91,92,5,571.35
15199,Core Customers,0.2958846,611.55,10,3122.4,58,59,10,3122.4
15200,Low Value,0.7778555,0.0,1,549.05,494,495,1,549.05
15201,Core Customers,0.3535209,634.27,7,1842.95,86,87,7,1842.95
15202,At Risk,0.8556404,0.0,3,6001.49,419,420,3,6001.49
15203,Core Customers,0.0014259416,1134.9,15,4400.18,25,26,15,4400.18
15204,Low Value,0.7902555,0.0,1,316.58,356,357,1,316.58
15205,New Customers,0.52708626,653.24,2,653.24,84,85,2,653.24
15206,New Customers,0.7277499,402.59999999999997,4,420.29999999999995,9,10,4,420.29999999999995
15207,At Risk,0.69359267,0.0,3,683.9200000000001,415,416,3,683.9200000000001
15208,New Customers,0.4705096,804.72,6,970.52,0,1,6,970.52
15209,Low Value,0.82246923,0.0,1,178.98000000000002,729,730,1,178.98000000000002
15210,At Risk,0.51224786,0.0,3,1176.19,224,225,3,1176.19
15211,New Customers,0.61386055,511.34000000000003,2,1277.48,59,60,2,1277.48
15212,Low Value,0.7533791,0.0,2,208.28,240,241,2,208.28
15213,Low Value,0.6694686,0.0,2,328.35,318,319,2,328.35
15214,Core Customers,0.4535387,1009.8100000000001,8,1661.44,1,2,8,1661.44
15215,Core Customers,0.28645203,734.94,7,2422.43,46,47,7,2422.43
15216,New Customers,0.13169274,96.6,2,486.09,87,88,2,486.09
15217,Low Value,0.7097194,0.0,1,426.24,562,563,1,426.24
15218,Champions,0.0013421125,3999.63,22,11516.57,10,11,22,11516.57
15219,At Risk,0.75681967,305.75,2,685.45,175,176,2,685.45
15220,Core Customers,0.46584836,920.77,6,1778.96,51,52,6,1778.96
15221,At Risk,0.6972729,0.0,4,2465.4500000000003,365,366,4,2465.4500000000003
15222,At Risk,0.30906978,0.0,11,3550.91,318,319,11,3550.91
15223,At Risk,0.4521376,0.0,5,1417.95,225,226,5,1417.95
15224,At Risk,0.7303413,0.0,5,871.36,357,358,5,871.36
15225,Low Value,0.7616865,0.0,1,409.40000000000003,233,234,1,409.40000000000003
15226,Low Value,0.7854415,0.0,1,154.41,310,311,1,154.41
15227,Core Customers,0.061292145,342.58,9,2488.4900000000002,36,37,9,2488.4900000000002
15228,Core Customers,0.5243026,2481.86,6,5580.2699999999995,65,66,6,5580.2699999999995
15229,Low Value,0.7926729,0.0,1,160.5,585,586,1,160.5
15230,Low Value,0.7526032,0.0,2,429.6,238,239,2,429.6
15231,Low Value,0.7632534,0.0,1,250.26,620,621,1,250.26
15232,At Risk,0.6218257,612.06,2,612.06,112,113,2,612.06
15233,Low Value,0.92241436,0.0,1,59.400000000000006,400,401,1,59.400000000000006
15234,Low Value,0.7500537,0.0,1,197.0,276,277,1,197.0
15235,Core Customers,0.5195206,0.0,16,2937.81,217,218,16,2937.81
15236,Low Value,0.7902555,0.0,1,321.05,298,299,1,321.05
15237,New Customers,0.49125525,318.67,4,1412.32,1,2,4,1412.32
15238,New Customers,0.6279212,771.85,3,1071.99,28,29,3,1071.99
15239,New Customers,0.5529242,780.59,2,780.59,9,10,2,780.59
15240,Core Customers,0.001771178,661.1899999999999,12,4459.98,44,45,12,4459.98
15241,Core Customers,0.17600435,691.08,11,3050.16,66,67,11,3050.16
15242,Low Value,0.7615696,0.0,1,302.04,421,422,1,302.04
15243,New Customers,0.46199298,316.68,2,927.2800000000001,73,74,2,927.2800000000001
15244,New Customers,0.13599992,333.63,3,912.08,64,65,3,912.08
15245,Core Customers,0.59710157,778.12,8,4610.84,133,134,8,4610.84
15246,At Risk,0.6660936,0.0,3,780.4,237,238,3,780.4
15247,At Risk,0.41912487,356.0,3,976.06,121,122,3,976.06
15248,At Risk,0.60633373,0.0,3,1893.93,410,411,3,1893.93
15249,Champions,0.32079184,3847.09,18,9266.0,31,32,18,9266.0
15250,Low Value,0.92241436,0.0,1,60.0,640,641,1,60.0
15251,Champions,0.0015751303,6389.27,21,20324.54,8,9,21,20324.54
15252,Core Customers,0.26463288,440.23,5,2103.41,35,36,5,2103.41
15253,Core Customers,0.32600924,918.1999999999999,8,2055.09,15,16,8,2055.09
15254,At Risk,0.60302913,300.36,3,1088.35,126,127,3,1088.35
15255,Core Customers,0.0022317956,890.85,9,3729.42,66,67,9,3729.42
15256,Low Value,0.6738746,98.45,2,170.4,148,149,2,170.4
15257,At Risk,0.74649966,0.0,2,685.9,282,283,2,685.9
15258,At Risk,0.6137304,307.5,2,623.16,168,169,2,623.16
15259,At Risk,0.67476046,0.0,4,1182.3799999999999,512,513,4,1182.3799999999999
15260,Champions,0.17291233,540.29,25,9188.23,99,100,25,9188.23
15261,At Risk,0.8020602,254.82,4,1508.0,134,135,4,1508.0
15262,At Risk,0.7470028,0.0,3,418.82,323,324,3,418.82
15263,Low Value,0.7926729,156.51,1,156.51,106,107,1,156.51
15264,New Customers,0.7751431,393.74,2,848.4,63,64,2,848.4
15265,At Risk,0.4576697,793.88,4,3345.64,150,151,4,3345.64
15266,At Risk,0.4751604,0.0,5,852.21,337,338,5,852.21
15267,Core Customers,0.45914578,681.6,5,1717.36,21,22,5,1717.36
15268,At Risk,0.7240873,0.0,3,961.9000000000001,478,479,3,961.9000000000001
15269,New Customers,0.335808,408.8,3,1225.3600000000001,23,24,3,1225.3600000000001
15270,Champions,0.0016796523,1065.74,21,8524.86,15,16,21,8524.86
15271,Champions,0.18381166,1771.46,24,4709.54,6,7,24,4709.54
15272,Core Customers,0.11692487,721.94,6,2085.48,56,57,6,2085.48
15273,Low Value,0.7985076,0.0,1,228.96,599,600,1,228.96
15274,New Customers,0.4873015,716.57,2,716.57,3,4,2,716.57
15275,New Customers,0.7757226,615.14,1,615.14,37,38,1,615.14
15276,New Customers,0.47389245,135.31,4,649.53,65,66,4,649.53
15277,New Customers,0.32644722,255.89999999999998,2,476.34,46,47,2,476.34
15278,At Risk,0.5984065,0.0,4,496.15999999999997,561,562,4,496.15999999999997
15279,At Risk,0.7348002,0.0,5,1580.54,354,355,5,1580.54
15280,At Risk,0.4662808,113.12,3,406.21999999999997,171,172,3,406.21999999999997
15281,Core Customers,0.127104,404.74,16,8543.57,58,59,16,8543.57
15282,Low Value,0.7364741,0.0,1,348.59,569,570,1,348.59
15283,Low Value,0.71907604,0.0,3,148.33,389,390,3,148.33
15284,Low Value,0.83806014,0.0,1,24.75,499,500,1,24.75
15285,Low Value,0.74955267,0.0,1,94.92,407,408,1,94.92
15286,New Customers,0.7946429,240.55,1,240.55,49,50,1,240.55
15287,New Customers,0.004117274,486.69,5,856.03,21,22,5,856.03
15288,Core Customers,0.07544799,682.52,10,3883.13,42,43,10,3883.13
15289,Core Customers,0.51243436,564.33,5,1593.09,28,29,5,1593.09
15290,Champions,0.0015456966,5910.65,26,10496.28,4,5,26,10496.28
15291,Champions,0.002234927,1687.29,40,13846.56,25,26,40,13846.56
15292,Low Value,0.82246923,0.0,1,180.94,200,201,1,180.94
15293,Low Value,0.7632534,0.0,1,247.5,665,666,1,247.5
15294,Low Value,0.7985076,0.0,1,233.35,410,411,1,233.35
15295,Low Value,0.7443576,0.0,1,217.23999999999998,653,654,1,217.23999999999998
15296,Core Customers,0.11260309,1595.27,12,10342.83,50,51,12,10342.83
15297,New Customers,0.43778688,641.94,3,641.94,9,10,3,641.94
15298,Champions,0.0013639027,3022.7,23,9459.37,1,2,23,9459.37
15299,Core Customers,0.10231377,2072.0,10,7991.54,66,67,10,7991.54
15300,New Customers,0.686384,496.44,1,496.44,63,64,1,496.44
15301,Core Customers,0.096138835,2294.44,17,7603.4400000000005,50,51,17,7603.4400000000005
15302,Low Value,0.76105225,0.0,1,308.0,729,730,1,308.0
15303,At Risk,0.35730913,0.0,3,1224.18,289,290,3,1224.18
15304,Core Customers,0.5373109,312.8,9,919.5500000000001,60,61,9,919.5500000000001
15305,Low Value,0.74955267,0.0,1,93.6,554,555,1,93.6
15306,Core Customers,0.14825545,1174.35,9,3484.73,63,64,9,3484.73
15307,Low Value,0.7653026,205.3,1,205.3,95,96,1,205.3
15308,Low Value,0.8000676,0.0,1,310.47,273,274,1,310.47
15309,At Risk,0.6376997,0.0,4,797.96,610,611,4,797.96
15310,At Risk,0.741446,0.0,1,1634.64,478,479,1,1634.64
15311,Champions,0.0021429495,27041.79,208,116771.16,0,1,208,116771.16
15312,Core Customers,0.0023451543,316.95,12,2930.19,74,75,12,2930.19
15313,Low Value,0.92176324,52.0,1,52.0,109,110,1,52.0
15314,At Risk,0.6965706,0.0,3,820.4499999999999,198,199,3,820.4499999999999
15315,New Customers,0.57510424,570.5,2,570.5,63,64,2,570.5
15316,Low Value,0.7802568,0.0,1,165.0,326,327,1,165.0
15317,Low Value,0.84486204,0.0,1,129.75,676,677,1,129.75
15318,New Customers,0.7992737,312.62,1,312.62,3,4,1,312.62
15319,Low Value,0.7653026,0.0,1,204.5,283,284,1,204.5
15320,New Customers,0.76006943,267.13,1,267.13,43,44,1,267.13
15321,Core Customers,0.05635963,1588.8400000000001,12,6709.7300000000005,70,71,12,6709.7300000000005
15322,At Risk,0.35554886,679.68,2,1390.86,85,86,2,1390.86
15323,At Risk,0.6760491,0.0,3,434.6,562,563,3,434.6
15324,Low Value,0.8174948,0.0,1,140.22000000000003,700,701,1,140.22000000000003
15325,Core Customers,0.45312604,162.29,8,1602.01,103,104,8,1602.01
15326,At Risk,0.35192046,0.0,5,1700.52,333,334,5,1700.52
15327,New Customers,0.7528699,208.75,1,208.75,52,53,1,208.75
15328,Low Value,0.8146963,0.0,1,107.24,407,408,1,107.24
15329,Core Customers,0.002748678,1049.7,11,2984.33,38,39,11,2984.33
15330,New Customers,0.47625786,714.96,2,714.96,31,32,2,714.96
15331,At Risk,0.62904054,0.0,3,767.91,499,500,3,767.91
15332,At Risk,0.5568301,0.0,6,6553.74,365,366,6,6553.74
15333,At Risk,0.73706955,0.0,1,1028.56,207,208,1,1028.56
15334,At Risk,0.55446535,351.67,3,351.67,156,157,3,351.67
15335,New Customers,0.78777725,173.97,1,173.97,53,54,1,173.97
15336,Low Value,0.7946429,0.0,1,240.5,401,402,1,240.5
15337,Low Value,0.699325,0.0,1,373.02,410,411,1,373.02
15338,Low Value,0.8020174,0.0,1,283.43,676,677,1,283.43
15339,Core Customers,0.08559771,316.17,7,1827.84,65,66,7,1827.84
15340,Low Value,0.8146963,0.0,1,105.5,561,562,1,105.5
15341,At Risk,0.43278575,2020.52,2,2402.7200000000003,80,81,2,2402.7200000000003
15342,Low Value,0.7616865,406.09,1,406.09,129,130,1,406.09
15343,Low Value,0.74129134,364.5,1,364.5,86,87,1,364.5
15344,New Customers,0.56693876,563.94,3,563.94,0,1,3,563.94
15345,New Customers,0.6997447,393.54,1,393.54,45,46,1,393.54
15346,At Risk,0.71248555,0.0,3,596.12,332,333,3,596.12
15347,At Risk,0.27006525,0.0,4,1363.6,365,366,4,1363.6
15348,Low Value,0.7926729,158.04,1,158.04,71,72,1,158.04
15349,At Risk,0.5749707,107.7,2,473.81,157,158,2,473.81
15350,At Risk,0.5228457,0.0,2,663.25,372,373,2,663.25
15351,Core Customers,0.24176084,1685.44,10,3738.29,11,12,10,3738.29
15352,Low Value,0.77695733,0.0,1,114.95,548,549,1,114.95
15353,At Risk,0.48948562,0.0,7,3175.95,254,255,7,3175.95
15354,Low Value,0.7712217,0.0,3,284.4,602,603,3,284.4
15355,New Customers,0.6113434,277.05,2,277.05,28,29,2,277.05
15356,Core Customers,0.20007531,1564.69,13,3464.95,30,31,13,3464.95
15358,Champions,0.0023096916,3984.13,42,17050.41,4,5,42,17050.41
15359,At Risk,0.73749053,0.0,8,181.35,662,663,8,181.35
15360,New Customers,0.7097194,427.93,1,427.93,39,40,1,427.93
15361,At Risk,0.68360156,0.0,4,689.07,361,362,4,689.07
15362,At Risk,0.7328359,0.0,2,613.08,448,449,2,613.08
15363,At Risk,0.7667644,0.0,2,1004.11,372,373,2,1004.11
15364,At Risk,0.7745515,581.39,2,913.19,95,96,2,913.19
15365,Core Customers,0.0016698763,2105.71,13,4557.13,25,26,13,4557.13
15366,Core Customers,0.2600933,496.97,7,2389.08,74,75,7,2389.08
15367,Core Customers,0.0019924215,461.40999999999997,11,5081.33,56,57,11,5081.33
15368,New Customers,0.36154246,446.94000000000005,2,722.74,20,21,2,722.74
15369,At Risk,0.30752024,0.0,11,6251.26,491,492,11,6251.26
15370,Core Customers,0.33694753,1258.11,8,3739.01,40,41,8,3739.01
15371,Low Value,0.92241436,0.0,1,59.400000000000006,661,662,1,59.400000000000006
15372,Core Customers,0.5464839,2007.3999999999999,8,6017.06,136,137,8,6017.06
15373,Champions,0.22985543,1224.16,17,3421.39,7,8,17,3421.39
15374,Low Value,0.33599225,168.0,2,307.32,128,129,2,307.32
15375,Low Value,0.9213934,0.0,1,60.959999999999994,689,690,1,60.959999999999994
15376,New Customers,0.6297732,579.19,3,1233.3600000000001,39,40,3,1233.3600000000001
15377,At Risk,0.44562542,0.0,4,1211.75,382,383,4,1211.75
15378,Low Value,0.62434596,0.0,2,246.5,462,463,2,246.5
15379,Core Customers,0.3244507,130.8,8,4877.84,168,169,8,4877.84
15380,Core Customers,0.0022287003,1460.16,11,3479.0600000000004,8,9,11,3479.0600000000004
15381,At Risk,0.44794524,0.0,5,1890.5700000000002,213,214,5,1890.5700000000002
15382,Champions,0.002284286,3828.59,12,13733.550000000001,14,15,12,13733.550000000001
15384,At Risk,0.5590168,338.84,4,2027.79,169,170,4,2027.79
15385,New Customers,0.15344173,316.88,3,942.08,39,40,3,942.08
15386,Low Value,0.6997447,0.0,1,394.14,185,186,1,394.14
15387,Low Value,0.6889874,0.0,1,468.65,491,492,1,468.65
15388,Low Value,0.8174948,0.0,1,140.54,269,270,1,140.54
15389,At Risk,0.3446972,500.0,5,2733.8,171,172,5,2733.8
15390,At Risk,0.2944767,0.0,2,1216.66,395,396,2,1216.66
15391,Low Value,0.8020174,0.0,1,289.87,583,584,1,289.87
15392,Core Customers,0.36857072,1196.55,7,2911.62,4,5,7,2911.62
15393,New Customers,0.0042518442,107.76,5,891.34,15,16,5,891.34
15394,Core Customers,0.002169607,747.1,11,5286.8,9,10,11,5286.8
15395,Low Value,0.8146963,0.0,1,107.45,325,326,1,107.45
15396,At Risk,0.7776968,288.18,2,796.38,112,113,2,796.38
15397,Low Value,0.74955267,0.0,1,94.0,289,290,1,94.0
15398,New Customers,0.45071507,1345.53,2,1345.53,15,16,2,1345.53
15399,New Customers,0.49661487,815.77,3,815.77,0,1,3,815.77
15400,Core Customers,0.56963646,257.4,8,1302.3,91,92,8,1302.3
15401,Low Value,0.7134205,0.0,2,216.95000000000002,451,452,2,216.95000000000002
15402,At Risk,0.52210563,185.78,6,1830.54,148,149,6,1830.54
15403,Low Value,0.7902085,0.0,2,170.88,491,492,2,170.88
15404,Low Value,0.7526587,0.0,1,257.06,375,376,1,257.06
15405,At Risk,0.36190727,0.0,2,659.84,188,189,2,659.84
15406,New Customers,0.443758,258.42,4,975.87,30,31,4,975.87
15407,New Customers,0.6441613,315.71,4,1056.44,33,34,4,1056.44
15408,Low Value,0.76006943,0.0,1,267.18,263,264,1,267.18
15409,Low Value,0.84486204,0.0,1,131.25,720,721,1,131.25
15410,Core Customers,0.35317802,1649.95,10,4685.72,83,84,10,4685.72
15411,New Customers,0.47467422,1202.48,4,1358.88,25,26,4,1358.88
15412,Low Value,0.8027131,190.53,1,190.53,170,171,1,190.53
15413,At Risk,0.57214814,0.0,5,6798.72,691,692,5,6798.72
15414,New Customers,0.63681936,738.7,3,774.9000000000001,9,10,3,774.9000000000001
15415,Low Value,0.7778555,0.0,1,572.8100000000001,312,313,1,572.8100000000001
15416,Core Customers,0.1271813,1709.89,7,4572.82,64,65,7,4572.82
15417,New Customers,0.6995951,508.8,1,508.8,84,85,1,508.8
15418,Low Value,0.80846214,0.0,2,452.32,424,425,2,452.32
15419,New Customers,0.84136486,135.86,1,135.86,24,25,1,135.86
15420,At Risk,0.8117157,0.0,6,743.0,433,434,6,743.0
15421,Core Customers,0.0020059987,211.0,10,3805.34,58,59,10,3805.34
15422,At Risk,0.51479393,0.0,7,1619.97,322,323,7,1619.97
15423,New Customers,0.09905743,43.5,3,266.89,37,38,3,266.89
15424,At Risk,0.73626274,0.0,3,597.78,253,254,3,597.78
15425,At Risk,0.6414976,0.0,4,1944.57,399,400,4,1944.57
15426,Core Customers,0.25253034,784.41,9,2615.39,18,19,9,2615.39
15427,New Customers,0.29795936,1483.14,3,1483.14,32,33,3,1483.14
15428,New Customers,0.004442574,93.78,4,762.75,14,15,4,762.75
15429,New Customers,0.5928555,397.35,2,397.35,26,27,2,397.35
15430,At Risk,0.5951075,0.0,2,954.75,467,468,2,954.75
15431,Low Value,0.7854415,0.0,1,153.24,502,503,1,153.24
15432,New Customers,0.2899492,171.19,2,320.76,22,23,2,320.76
15433,At Risk,0.56557786,0.0,2,533.3,213,214,2,533.3
15434,Core Customers,0.0025520239,734.5200000000001,11,2567.06,7,8,11,2567.06
15435,New Customers,0.7948252,149.29,1,149.29,21,22,1,149.29
15436,New Customers,0.620515,633.48,3,1122.53,11,12,3,1122.53
15437,Low Value,0.4056882,0.0,2,393.45,261,262,2,393.45
15438,Low Value,0.7926729,156.57999999999998,1,156.57999999999998,130,131,1,156.57999999999998
15439,At Risk,0.6089167,0.0,4,1269.05,404,405,4,1269.05
15440,New Customers,0.7089389,257.88,3,383.68,54,55,3,383.68
15441,At Risk,0.6801189,0.0,3,1254.21,395,396,3,1254.21
15442,Low Value,0.8039105,0.0,1,594.0,248,249,1,594.0
15443,Champions,0.028756985,2799.2,14,5175.93,1,2,14,5175.93
15444,New Customers,0.34941626,1418.26,2,1418.26,8,9,2,1418.26
15445,Low Value,0.84016997,0.0,2,284.5,263,264,2,284.5
15446,At Risk,0.6092954,0.0,3,406.95,376,377,3,406.95
15447,At Risk,0.82028216,0.0,5,492.88,330,331,5,492.88
15448,At Risk,0.4734933,0.0,2,788.81,312,313,2,788.81
15449,New Customers,0.7230879,326.82,3,974.52,25,26,3,974.52
15450,New Customers,0.69918686,429.84,1,429.84,29,30,1,429.84
15451,Low Value,0.7464281,0.0,2,233.21,433,434,2,233.21
15452,Core Customers,0.47601756,291.48,6,1799.1100000000001,29,30,6,1799.1100000000001
15453,Core Customers,0.45217633,1191.28,7,1388.37,1,2,7,1388.37
15454,Low Value,0.81728077,0.0,2,307.69,361,362,2,307.69
15455,Low Value,0.83806014,0.0,1,38.25,597,598,1,38.25
15456,At Risk,0.32291543,0.0,10,2119.27,282,283,10,2119.27
15457,Low Value,0.7946429,0.0,1,237.07,261,262,1,237.07
15458,New Customers,0.4187241,161.64,2,370.43999999999994,24,25,2,370.43999999999994
15459,Low Value,0.76698977,0.0,2,202.82999999999998,416,417,2,202.82999999999998
15460,Low Value,0.7443576,0.0,1,216.76,353,354,1,216.76
15461,Low Value,0.82274956,0.0,2,429.7,460,461,2,429.7
15462,At Risk,0.57300603,129.6,4,737.05,93,94,4,737.05
15463,New Customers,0.84486204,126.14,1,126.14,28,29,1,126.14
15464,At Risk,0.73271847,0.0,1,1048.85,337,338,1,1048.85
15465,Champions,0.0014372166,2002.11,32,12655.65,19,20,32,12655.65
15466,At Risk,0.0071651833,334.53,4,1571.01,84,85,4,1571.01
15467,New Customers,0.72952044,524.88,3,524.88,8,9,3,524.88
15468,New Customers,0.48829663,467.51,3,1430.48,50,51,3,1430.48
15469,New Customers,0.40903366,538.55,3,874.25,49,50,3,874.25
15470,Low Value,0.9213934,0.0,1,63.419999999999995,575,576,1,63.419999999999995
15471,New Customers,0.21258062,469.48,3,1316.56,1,2,3,1316.56
15472,Low Value,0.699325,371.56,1,371.56,112,113,1,371.56
15473,Core Customers,0.44124326,1771.2,8,2046.0,13,14,8,2046.0
15474,Low Value,0.7802568,0.0,1,163.1,595,596,1,163.1
15475,New Customers,0.7238071,454.10999999999996,1,454.10999999999996,76,77,1,454.10999999999996
15476,At Risk,0.44360378,0.0,4,2209.98,379,380,4,2209.98
15477,Low Value,0.74129134,0.0,1,368.4,649,650,1,368.4
15478,New Customers,0.258559,1441.42,3,2024.98,39,40,3,2024.98
15479,Low Value,0.7948252,0.0,1,147.4,732,733,1,147.4
15480,Core Customers,0.5009586,905.5,5,6279.0,115,116,5,6279.0
15481,At Risk,0.7966205,0.0,1,1993.34,400,401,1,1993.34
15482,Champions,0.0029301972,9617.52,19,14592.56,15,16,19,14592.56
15483,At Risk,0.5476947,118.96,10,862.2,160,161,10,862.2
15484,Core Customers,0.003207073,3594.31,6,4656.0,0,1,6,4656.0
15485,Core Customers,0.002212941,1296.37,7,5771.51,29,30,7,5771.51
15486,Low Value,0.8233267,0.0,1,102.0,526,527,1,102.0
15487,Low Value,0.7985076,0.0,1,231.32,679,680,1,231.32
15488,At Risk,0.5455365,91.32000000000001,5,431.92,92,93,5,431.92
15489,Core Customers,0.0038624296,786.02,8,2419.61,22,23,8,2419.61
15490,Low Value,0.7443576,0.0,1,217.6,429,430,1,217.6
15491,Core Customers,0.39999345,1455.17,6,3100.09,94,95,6,3100.09
15492,New Customers,0.5311692,659.4599999999999,2,659.4599999999999,27,28,2,659.4599999999999
15493,Core Customers,0.058558773,1050.55,9,4314.9800000000005,32,33,9,4314.9800000000005
15494,Core Customers,0.0036731968,1299.23,5,3780.05,20,21,5,3780.05
15495,Low Value,0.7632534,0.0,1,246.5,378,379,1,246.5
15496,Low Value,0.7948252,0.0,1,146.14000000000001,630,631,1,146.14000000000001
15497,Core Customers,0.0020972886,291.6,9,8657.39,17,18,9,8657.39
15498,Champions,0.001480152,6173.55,44,26039.58,2,3,44,26039.58
15499,Low Value,0.7926729,0.0,1,161.6,723,724,1,161.6
15500,New Customers,0.401961,1131.56,4,1131.56,7,8,4,1131.56
15501,Low Value,0.70400655,0.0,2,402.5,404,405,2,402.5
15502,Champions,0.2943155,7744.469999999999,14,13993.47,15,16,14,13993.47
15503,Low Value,0.47282618,0.0,2,267.15,362,363,2,267.15
15504,New Customers,0.19136573,52.83,4,423.85,80,81,4,423.85
15505,Core Customers,0.32153502,3610.96,5,3610.96,52,53,5,3610.96
15506,Core Customers,0.534512,979.26,6,2040.03,22,23,6,2040.03
15507,Low Value,0.686384,492.36,1,492.36,171,172,1,492.36
15508,At Risk,0.37269843,0.0,6,1000.27,188,189,6,1000.27
15509,Low Value,0.7812122,0.0,1,166.51,379,380,1,166.51
15510,Low Value,0.7632534,0.0,1,250.0,330,331,1,250.0
15511,New Customers,0.3632602,909.23,5,909.23,11,12,5,909.23
15512,At Risk,0.42543608,19.799999999999997,4,331.58,155,156,4,331.58
15513,Champions,0.0014833022,8688.76,35,27750.55,32,33,35,27750.55
15514,Champions,0.0012340319,1577.52,18,6598.55,11,12,18,6598.55
15515,Low Value,0.78777725,0.0,1,171.81,386,387,1,171.81
15516,New Customers,0.7800492,62.43,3,62.43,44,45,3,62.43
15517,Low Value,0.76006943,0.0,1,267.03,232,233,1,267.03
15518,Core Customers,0.0010656522,954.88,15,4218.94,63,64,15,4218.94
15519,Low Value,0.7061639,0.0,2,344.61,382,383,2,344.61
15520,New Customers,0.72388697,343.5,1,343.5,1,2,1,343.5
15521,Core Customers,0.001271591,1332.42,16,7106.69,39,40,16,7106.69
15522,New Customers,0.5702055,398.84,2,398.84,32,33,2,398.84
15523,Champions,0.0018981311,412.01000000000005,16,17359.99,83,84,16,17359.99
15524,New Customers,0.2410447,440.0,2,591.4,24,25,2,591.4
15525,New Customers,0.38664103,511.99,4,1295.7,1,2,4,1295.7
15526,New Customers,0.8098902,148.44,2,148.44,32,33,2,148.44
15527,Champions,0.0012992845,1282.49,23,5575.64,18,19,23,5575.64
15528,Low Value,0.7985076,0.0,1,229.33,253,254,1,229.33
15529,Core Customers,0.20257789,2063.02,12,5111.95,22,23,12,5111.95
15530,Core Customers,0.30312547,949.22,5,1813.72,21,22,5,1813.72
15531,New Customers,0.51661307,2007.44,2,2007.44,7,8,2,2007.44
15532,Core Customers,0.34068868,1224.58,10,3771.9,24,25,10,3771.9
15533,New Customers,0.42162207,807.57,3,807.57,18,19,3,807.57
15534,Low Value,0.7802568,0.0,1,162.25,725,726,1,162.25
15535,At Risk,0.563535,125.01,6,1087.82,172,173,6,1087.82
15536,Low Value,0.7570291,0.0,1,259.09,408,409,1,259.09
15537,Low Value,0.79593426,110.92,1,110.92,162,163,1,110.92
15538,At Risk,0.5160375,0.0,6,3358.3999999999996,537,538,6,3358.3999999999996
15539,New Customers,0.7778555,538.46,1,538.46,6,7,1,538.46
15540,New Customers,0.28671715,213.3,2,460.68,10,11,2,460.68
15541,Low Value,0.80455005,85.13000000000001,1,85.13000000000001,113,114,1,85.13000000000001
15542,At Risk,0.6968078,0.0,3,918.45,511,512,3,918.45
15543,Low Value,0.72591764,0.0,2,242.84,287,288,2,242.84
15544,Champions,0.001436815,1787.24,20,8162.43,8,9,20,8162.43
15545,New Customers,0.690756,157.39000000000001,2,428.05,53,54,2,428.05
15546,At Risk,0.75503,0.0,2,1079.1000000000001,606,607,2,1079.1000000000001
15547,Champions,0.0015456966,2550.31,26,10154.39,6,7,26,10154.39
15548,Low Value,0.7926729,0.0,1,158.09,595,596,1,158.09
15549,Core Customers,0.16994028,751.16,8,2345.96,76,77,8,2345.96
15550,Core Customers,0.0024899004,437.73,12,2218.8,3,4,12,2218.8
15551,Core Customers,0.40051833,436.06,7,1710.08,36,37,7,1710.08
15552,Low Value,0.5191317,0.0,2,252.52,216,217,2,252.52
15553,New Customers,0.69918686,437.23,1,437.23,59,60,1,437.23
15554,Low Value,0.7443576,0.0,1,217.2,277,278,1,217.2
15555,Champions,0.0013215861,3021.67,36,12112.35,11,12,36,12112.35
15556,New Customers,0.76006943,279.77,1,279.77,23,24,1,279.77
15557,New Customers,0.6889874,473.65000000000003,1,473.65000000000003,28,29,1,473.65000000000003
15558,Low Value,0.7443576,0.0,1,214.13,638,639,1,214.13
15559,At Risk,0.810689,0.0,1,1109.4,567,568,1,1109.4
15560,Low Value,0.80867976,0.0,2,153.52,397,398,2,153.52
15561,Core Customers,0.0036170753,534.84,8,1934.3899999999999,11,12,8,1934.3899999999999
15562,At Risk,0.37067598,0.0,3,673.3800000000001,351,352,3,673.3800000000001
15563,Core Customers,0.0029117991,664.8199999999999,7,2867.0,21,22,7,2867.0
15564,Low Value,0.7535383,0.0,2,70.74000000000001,462,463,2,70.74000000000001
15565,New Customers,0.6475519,173.16,2,173.16,49,50,2,173.16
15566,Low Value,0.7325545,0.0,2,227.87,392,393,2,227.87
15567,New Customers,0.82973987,186.01,1,186.01,18,19,1,186.01
15568,New Customers,0.40218142,758.29,3,758.29,2,3,3,758.29
15569,Core Customers,0.29315138,1087.21,10,3586.35,103,104,10,3586.35
15570,Champions,0.21461736,1640.1,25,9311.04,6,7,25,9311.04
15571,Core Customers,0.0014917082,650.4300000000001,14,4051.63,11,12,14,4051.63
15572,Core Customers,0.042694055,1676.82,10,4068.67,4,5,10,4068.67
15573,Core Customers,0.0030493524,607.45,5,1207.18,31,32,5,1207.18
15574,At Risk,0.7343714,112.1,6,1518.7,177,178,6,1518.7
15575,Low Value,0.83806014,0.0,1,30.1,619,620,1,30.1
15576,New Customers,0.7192281,940.6700000000001,1,940.6700000000001,37,38,1,940.6700000000001
15577,At Risk,0.3241654,229.23,5,397.98,150,151,5,397.98
15578,Low Value,0.84486204,127.1,1,127.1,161,162,1,127.1
